"_IDSKU (Não alterável)","_NomeSKU","_EANSKU","_CodigoReferenciaSKU","_IDProduto (Não alterável)","_NomeProduto (Obrigatório)","_ProdutoAtivo (Não alterável)","_CodigoReferenciaProduto","_LinkTexto (Não alterável)","_TituloSite","_IDFornecedor","_IDDepartamento (Não alterável)","_NomeDepartamento","_IDCategoria","_NomeCategoria","_IDMarca","_Lojas"
"10443","Kit Korres Corporal Gardênia Grega - Creme Hidratante 200 ml  + Óleo de Banho 200 ml","10443","","1389701449","Kit Korres Corporal Gardênia Grega - Creme Hidratante 200 ml  + Óleo de Banho 200 ml","NÃO","","kit-korres-corporal-gardenia-grega-creme-hidratante-200-ml-oleo-de-banho-200-ml","","","145","Corpo e Banho","146","Kits de Cuidados para o Corpo","2000111",""
"10444","Kit Korres Corporal Amêndoa e Cereja  -  Loção Deo-Hidratante 350 ml  + Óleo de Banho  200 ml","10444","","1389701450","Kit Korres Corporal Amêndoa e Cereja  -  Loção Deo-Hidratante 350 ml  + Óleo de Banho  200 ml","NÃO","","kit-korres-corporal-amendoa-e-cereja-locao-deo-hidratante-350-ml-oleo-de-banho-200-ml","","","145","Corpo e Banho","146","Kits de Cuidados para o Corpo","2000111",""
"10445","Laranja","7898692553262","","1389700256","Sacola Nylon Joico Laranja","SIM","","sacola-nylon-joico-laranja","Sacola Nylon Joico Laranja","","93","Brindes","148","Brinde","2000030",""
"10446","Preta","7898692553255","","1389700257","Sacola Nylon Joico Preta","SIM","","sacola-nylon-joico-preta","Sacola Nylon Joico Preta","","93","Brindes","148","Brinde","2000030",""
"10447","200 ml","7898970233008","","1389700151","Creme Modelador Corporal The Creams Bumbum Cream 200 ml","SIM","","creme-modelador-corporal-the-creams-bumbum-cream-200-ml","Creme Modelador Corporal The Creams Bumbum Cream 200 ml","","2","Cuidados da Pele","19","Cremes","1833578559",""
"10448","200 ml","7898970233091","","1389700152","Creme Firmador Corporal The Creams Barriguinha Cream 200 ml","SIM","","creme-firmador-corporal-the-creams-barriguinha-cream-200-ml","Creme Firmador Corporal The Creams Barriguinha Cream 200 ml","","2","Cuidados da Pele","19","Cremes","1833578559",""
"10449","100 ml","7898970233084","","1389700153","Creme Firmador de Seios The Creams Boobs Cream 100 ml","SIM","","creme-firmador-de-seios-the-creams-boobs-cream-100-ml","Creme Firmador de Seios The Creams Boobs Cream 100 ml","","2","Cuidados da Pele","19","Cremes","1833578559",""
"10450","200 ml","7898970233015","","1389700154","Esfoliante Corporal The Creams Esfrega Bumbum 200 ml","SIM","","esfoliante-corporal-the-creams-esfrega-bumbum-200-ml","Esfoliante Corporal The Creams Esfrega Bumbum 200 ml","","2","Cuidados da Pele","19","Cremes","1833578559",""
"10451","75 ml","7898970233053","","1389700155","Creme Clareador de Manchas The Creams BB Clear 75 ml","SIM","","creme-clareador-de-manchas-the-creams-bb-clear-75-ml","Creme Clareador de Manchas The Creams BB Clear 75 ml","","2","Cuidados da Pele","19","Cremes","1833578559",""
"10452","100 ml","7898970233060","","1389700156","Creme para os Pés The Creams Pézinho Cream 100 ml","SIM","","creme-para-os-pes-the-creams-pezinho-cream-100-ml","Creme para os Pés The Creams Pézinho Cream 100 ml","","2","Cuidados da Pele","19","Cremes","1833578559",""
"10453","4 g","7898970233022","","1389700157","Protetor Labial The Creams Boquinha Cream 4 g","SIM","","protetor-labial-the-creams-boquinha-cream-4-g","Protetor Labial The Creams Boquinha Cream 4 g","","2","Cuidados da Pele","50","Lip Balm","1833578559",""
"10454","250 ml","3614226745880","","1389700263","Shampoo Wella Professionals Invigo Sun 250 ml","SIM","","shampoo-wella-professionals-invigo-sun-250-ml","Shampoo Wella Professionals Invigo Sun 250 ml","","1","Cabelos","10","Shampoo","3",""
"10455","200 ml","4064666041650","","1389700264","Condicionador Wella Professionals Invigo Sun 200 ml","SIM","","condicionador-wella-professionals-invigo-sun-200-ml","Condicionador Wella Professionals Invigo Sun 200 ml","","1","Cabelos","11","Condicionador","3",""
"10456","30 ml","8005610633770","","1389700254","Máscara para Cuidado da Cor Wella Professionals Invigo Color Brilliance 30 ml","SIM","","mascara-para-cuidado-da-cor-wella-professionals-invigo-color-brilliance-30-ml","Máscara para Cuidado da Cor Wella Professionals Invigo Color Brilliance 30 ml","","1","Cabelos","12","Mascaras","3",""
"10457","Kit Perfume Nina Ricci Fleur Feminino Eau de Toilette 50 ml + Miniatura 10 ml","3137370357827","","1389700365","Kit Perfume Nina Ricci Fleur Feminino Eau de Toilette 50 ml + Miniatura 10 ml","SIM","","kit-perfume-nina-ricci-fleur-feminino-eau-de-toilette-50-ml-miniatura-10-ml","Kit Perfume Nina Ricci Fleur Feminino Eau de Toilette 50 ml + Miniatura 10 ml","","3","Perfumes","85","Kits de Perfumes","2000049",""
"10458","125 ml","884486471420","","1389700379","Spray Texturizador Redken Beach 125 ml","SIM","","spray-texturizador-redken-beach-spray-125-ml","Spray Texturizador Redken Beach 125 ml","","1","Cabelos","18","Modelador","2",""
"10459","Kit Redken Extreme - Shampoo 300 ml + Máscara 250 ml","7899706230254","","1389700380","Kit Redken Extreme - Shampoo 300 ml + Máscara 250 ml","SIM","","kit-redken-extreme-shampoo-300-ml-mascara-250-ml","Kit Redken Extreme - Shampoo 300 ml + Máscara 250 ml","","1","Cabelos","80","Cronograma Capilar","2",""
"10460","Kit Redken All Soft - Shampoo 300 ml + Máscara 250 ml","7899706230278","","1389700381","Kit Redken All Soft - Shampoo 300 ml + Máscara 250 ml","SIM","","kit-redken-all-soft-shampoo-300-ml-mascara-250-ml","Kit Redken All Soft - Shampoo 300 ml + Máscara 250 ml","","1","Cabelos","80","Cronograma Capilar","2",""
"10461","Kit Kérastase With Love Genesis - Shampoo 250 ml + Máscara 200 ml","7899706236317","","1389700382","Kit Kérastase With Love Genesis - Shampoo 250 ml + Máscara 200 ml","SIM","","kit-kerastase-genesis-shampoo-250-ml-mascara-200-ml","Kit Kérastase With Love Genesis - Shampoo 250 ml + Máscara 200 ml","","1","Cabelos","80","Cronograma Capilar","2000033",""
"10462","Kit Kérastase Nutritive - Shampoo 250 ml + Máscara 200 ml","7899706236331","","1389700383","Kit Kérastase Nutritive - Shampoo 250 ml + Máscara 200 ml","SIM","","kit-kerastase-nutritive-shampoo-250-ml-mascara-200-ml","Kit Kérastase Nutritive - Shampoo 250 ml + Máscara 200 ml","","1","Cabelos","80","Cronograma Capilar","2000033",""
"10463","Kit Kérastase Chronologiste - Shampoo 250 ml + Máscara 200 ml","7899706236355","","1389700384","Kit Kérastase Chronologiste - Shampoo 250 ml + Máscara 200 ml","SIM","","kit-kerastase-chronologiste-shampoo-250-ml-mascara-200-ml","Kit Kérastase Chronologiste - Shampoo 250 ml + Máscara 200 ml","","1","Cabelos","80","Cronograma Capilar","2000033",""
"10464","Kit Kérastase Nutritive Magistral - Shampoo 250 ml + Máscara 200 ml","7899706236379","","1389700385","Kit Kérastase Nutritive Magistral - Shampoo 250 ml + Máscara 200 ml","SIM","","kit-kerastase-nutritive-magistral-shampoo-250-ml-mascara-200-ml","Kit Kérastase Nutritive Magistral - Shampoo 250 ml + Máscara 200 ml","","1","Cabelos","80","Cronograma Capilar","2000033",""
"10465","Kit L'Oréal Professional -Shampoo Absolut Repair 300 ml + Máscara Absolut Repair 250 g + Máscara Metal Detox 250 g","7899706233699","","1389700386","Kit L'Oréal Professional -Shampoo Absolut Repair 300 ml + Máscara Absolut Repair 250 g + Máscara Metal Detox 250 g","SIM","","kit-loreal-professional-shampoo-absolut-repair-300-ml-mascara-absolut-repair-250-g-mascara-metal-detox-250-g","Kit L'Oréal Professional -Shampoo Absolut Repair 300 ml + Máscara Absolut Repair 250 g + Máscara Metal Detox 250 g","","1","Cabelos","80","Cronograma Capilar","1",""
"10466","Kit L'Oréal Professionnel -  Shampoo Pro Longer 300 ml + Máscara Pro Longer 250 g + Máscara L'Oréal Professionnel Serie Expert Metal Detox 250 g","7899706230193","","1389700387","Kit L'Oréal Professionnel -  Shampoo Pro Longer 300 ml + Máscara Pro Longer 250 g + Máscara L'Oréal Professionnel Serie Expert Metal Detox 250 g","SIM","","kit-loreal-professionnel-shampoo-pro-longer-300-ml-mascara-pro-longer-250-g-mascara-loreal-professionnel-serie-expert-metal-detox-250-g","Kit L'Oréal Professionnel -  Shampoo Pro Longer 300 ml + Máscara Pro Longer 250 g + Máscara L'Oréal Professionnel Serie Expert Metal Detox 250 g","","1","Cabelos","80","Cronograma Capilar","1",""
"10467","Kit L'Oréal Professionnel - Shampoo Vitamino Color 300 ml + Máscara Vitamino Color 250 g + Máscara L'Oréal Professionnel Serie Expert Metal Detox  250 g","7899706233736","","1389700388","Kit L'Oréal Professionnel - Shampoo Vitamino Color 300 ml + Máscara Vitamino Color 250 g + Máscara Metal Detox 250 g","SIM","","kit-loreal-professionnel-shampoo-vitamino-color-300-ml-mascara-vitamino-color-250-g-mascara-metal-detox-250-g","Kit L'Oréal Professionnel - Shampoo Vitamino Color 300 ml + Máscara Vitamino Color 250 g + Máscara Metal Detox 250 g","","1","Cabelos","80","Cronograma Capilar","1",""
"10468","Rosa","618231186402","","1389700366","Escova para Desembaraçar WetBrush Speed Dry Pop & Go Rosa","SIM","","escova-para-desembaracar-wetbrush-speed-dry-pop-e-go-rosa","Escova para Desembaraçar WetBrush Speed Dry Pop & Go Rosa","","4","Acessorios","24","Escovas e Pentes","2000123",""
"10469","Colorida","618231186419","","1389700367","Escova para Desembaraçar WetBrush Original Detangler Colorida","SIM","","escova-para-desembaracar-wetbrush-original-detangler-colorida","Escova para Desembaraçar WetBrush Original Detangler Colorida","","4","Acessorios","24","Escovas e Pentes","2000123",""
